"id","product_tmpl_id/id","attribute_value_ids/id"
"product_product_cat4_242","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp4,insurance_broker_car_pricing.product_attribute_seats_value_34"
"product_product_cat4_243","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp4,insurance_broker_car_pricing.product_attribute_seats_value_35"
"product_product_cat4_244","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp4,insurance_broker_car_pricing.product_attribute_seats_value_36"
"product_product_cat4_245","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp4,insurance_broker_car_pricing.product_attribute_seats_value_37"
"product_product_cat4_246","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp4,insurance_broker_car_pricing.product_attribute_seats_value_38"
"product_product_cat4_247","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_39,insurance_broker_car_pricing.product_attribute_fp_value_fp4"
"product_product_cat4_248","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp4,insurance_broker_car_pricing.product_attribute_seats_value_40"
"product_product_cat4_249","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp4,insurance_broker_car_pricing.product_attribute_seats_value_41"
"product_product_cat4_250","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp4,insurance_broker_car_pricing.product_attribute_seats_value_42"
"product_product_cat4_251","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_43,insurance_broker_car_pricing.product_attribute_fp_value_fp4"
"product_product_cat4_252","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp4,insurance_broker_car_pricing.product_attribute_seats_value_44"
"product_product_cat4_253","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp4,insurance_broker_car_pricing.product_attribute_seats_value_45"
"product_product_cat4_254","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp5,insurance_broker_car_pricing.product_attribute_seats_value_3"
"product_product_cat4_255","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_4,insurance_broker_car_pricing.product_attribute_fp_value_fp5"
"product_product_cat4_256","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_5,insurance_broker_car_pricing.product_attribute_fp_value_fp5"
"product_product_cat4_257","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_6,insurance_broker_car_pricing.product_attribute_fp_value_fp5"
"product_product_cat4_258","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp5,insurance_broker_car_pricing.product_attribute_seats_value_7"
"product_product_cat4_259","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp5,insurance_broker_car_pricing.product_attribute_seats_value_8"
"product_product_cat4_260","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_9,insurance_broker_car_pricing.product_attribute_fp_value_fp5"
"product_product_cat4_261","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_10,insurance_broker_car_pricing.product_attribute_fp_value_fp5"
"product_product_cat4_262","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp5,insurance_broker_car_pricing.product_attribute_seats_value_11"
"product_product_cat4_263","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_12,insurance_broker_car_pricing.product_attribute_fp_value_fp5"
"product_product_cat4_264","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp5,insurance_broker_car_pricing.product_attribute_seats_value_13"
"product_product_cat4_265","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp5,insurance_broker_car_pricing.product_attribute_seats_value_14"
"product_product_cat4_266","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_15,insurance_broker_car_pricing.product_attribute_fp_value_fp5"
"product_product_cat4_267","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp5,insurance_broker_car_pricing.product_attribute_seats_value_16"
"product_product_cat4_268","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp5,insurance_broker_car_pricing.product_attribute_seats_value_17"
"product_product_cat4_269","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_18,insurance_broker_car_pricing.product_attribute_fp_value_fp5"
"product_product_cat4_270","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_19,insurance_broker_car_pricing.product_attribute_fp_value_fp5"
"product_product_cat4_271","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_20,insurance_broker_car_pricing.product_attribute_fp_value_fp5"
"product_product_cat4_272","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_21,insurance_broker_car_pricing.product_attribute_fp_value_fp5"
"product_product_cat4_273","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp5,insurance_broker_car_pricing.product_attribute_seats_value_22"
"product_product_cat4_274","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp5,insurance_broker_car_pricing.product_attribute_seats_value_23"
"product_product_cat4_275","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp5,insurance_broker_car_pricing.product_attribute_seats_value_24"
"product_product_cat4_276","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_25,insurance_broker_car_pricing.product_attribute_fp_value_fp5"
"product_product_cat4_277","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_26,insurance_broker_car_pricing.product_attribute_fp_value_fp5"
"product_product_cat4_278","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_27,insurance_broker_car_pricing.product_attribute_fp_value_fp5"
"product_product_cat4_279","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp5,insurance_broker_car_pricing.product_attribute_seats_value_28"
"product_product_cat4_280","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp5,insurance_broker_car_pricing.product_attribute_seats_value_29"
"product_product_cat4_281","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp5,insurance_broker_car_pricing.product_attribute_seats_value_30"
"product_product_cat4_282","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp5,insurance_broker_car_pricing.product_attribute_seats_value_31"
"product_product_cat4_283","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp5,insurance_broker_car_pricing.product_attribute_seats_value_32"
"product_product_cat4_284","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp5,insurance_broker_car_pricing.product_attribute_seats_value_33"
"product_product_cat4_285","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_34,insurance_broker_car_pricing.product_attribute_fp_value_fp5"
"product_product_cat4_286","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_35,insurance_broker_car_pricing.product_attribute_fp_value_fp5"
"product_product_cat4_287","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp5,insurance_broker_car_pricing.product_attribute_seats_value_36"
"product_product_cat4_288","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp5,insurance_broker_car_pricing.product_attribute_seats_value_37"
"product_product_cat4_289","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp5,insurance_broker_car_pricing.product_attribute_seats_value_38"
"product_product_cat4_290","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp5,insurance_broker_car_pricing.product_attribute_seats_value_39"
"product_product_cat4_291","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_40,insurance_broker_car_pricing.product_attribute_fp_value_fp5"
"product_product_cat4_292","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp5,insurance_broker_car_pricing.product_attribute_seats_value_41"
"product_product_cat4_293","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp5,insurance_broker_car_pricing.product_attribute_seats_value_42"
"product_product_cat4_294","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_43,insurance_broker_car_pricing.product_attribute_fp_value_fp5"
"product_product_cat4_295","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp5,insurance_broker_car_pricing.product_attribute_seats_value_44"
"product_product_cat4_296","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp5,insurance_broker_car_pricing.product_attribute_seats_value_45"
"product_product_cat4_297","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp6,insurance_broker_car_pricing.product_attribute_seats_value_3"
"product_product_cat4_298","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp6,insurance_broker_car_pricing.product_attribute_seats_value_4"
"product_product_cat4_299","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_5,insurance_broker_car_pricing.product_attribute_fp_value_fp6"
"product_product_cat4_300","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp6,insurance_broker_car_pricing.product_attribute_seats_value_6"
"product_product_cat4_301","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_7,insurance_broker_car_pricing.product_attribute_fp_value_fp6"
"product_product_cat4_302","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp6,insurance_broker_car_pricing.product_attribute_seats_value_8"
"product_product_cat4_303","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp6,insurance_broker_car_pricing.product_attribute_seats_value_9"
"product_product_cat4_304","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_10,insurance_broker_car_pricing.product_attribute_fp_value_fp6"
"product_product_cat4_305","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_11,insurance_broker_car_pricing.product_attribute_fp_value_fp6"
"product_product_cat4_306","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp6,insurance_broker_car_pricing.product_attribute_seats_value_12"
"product_product_cat4_307","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp6,insurance_broker_car_pricing.product_attribute_seats_value_13"
"product_product_cat4_308","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp6,insurance_broker_car_pricing.product_attribute_seats_value_14"
"product_product_cat4_309","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp6,insurance_broker_car_pricing.product_attribute_seats_value_15"
"product_product_cat4_310","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp6,insurance_broker_car_pricing.product_attribute_seats_value_16"
"product_product_cat4_311","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_17,insurance_broker_car_pricing.product_attribute_fp_value_fp6"
"product_product_cat4_312","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_18,insurance_broker_car_pricing.product_attribute_fp_value_fp6"
"product_product_cat4_313","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_19,insurance_broker_car_pricing.product_attribute_fp_value_fp6"
"product_product_cat4_314","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp6,insurance_broker_car_pricing.product_attribute_seats_value_20"
"product_product_cat4_315","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_21,insurance_broker_car_pricing.product_attribute_fp_value_fp6"
"product_product_cat4_316","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp6,insurance_broker_car_pricing.product_attribute_seats_value_22"
"product_product_cat4_317","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp6,insurance_broker_car_pricing.product_attribute_seats_value_23"
"product_product_cat4_318","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_24,insurance_broker_car_pricing.product_attribute_fp_value_fp6"
"product_product_cat4_319","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp6,insurance_broker_car_pricing.product_attribute_seats_value_25"
"product_product_cat4_320","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp6,insurance_broker_car_pricing.product_attribute_seats_value_26"
"product_product_cat4_321","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp6,insurance_broker_car_pricing.product_attribute_seats_value_27"
"product_product_cat4_322","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_28,insurance_broker_car_pricing.product_attribute_fp_value_fp6"
"product_product_cat4_323","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_29,insurance_broker_car_pricing.product_attribute_fp_value_fp6"
"product_product_cat4_324","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_30,insurance_broker_car_pricing.product_attribute_fp_value_fp6"
"product_product_cat4_325","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_31,insurance_broker_car_pricing.product_attribute_fp_value_fp6"
"product_product_cat4_326","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp6,insurance_broker_car_pricing.product_attribute_seats_value_32"
"product_product_cat4_327","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp6,insurance_broker_car_pricing.product_attribute_seats_value_33"
"product_product_cat4_328","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_34,insurance_broker_car_pricing.product_attribute_fp_value_fp6"
"product_product_cat4_329","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_35,insurance_broker_car_pricing.product_attribute_fp_value_fp6"
"product_product_cat4_330","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_36,insurance_broker_car_pricing.product_attribute_fp_value_fp6"
"product_product_cat4_331","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_37,insurance_broker_car_pricing.product_attribute_fp_value_fp6"
"product_product_cat4_332","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp6,insurance_broker_car_pricing.product_attribute_seats_value_38"
"product_product_cat4_333","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_seats_value_39,insurance_broker_car_pricing.product_attribute_fp_value_fp6"
"product_product_cat4_334","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp6,insurance_broker_car_pricing.product_attribute_seats_value_40"
"product_product_cat4_335","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp6,insurance_broker_car_pricing.product_attribute_seats_value_41"
"product_product_cat4_336","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp6,insurance_broker_car_pricing.product_attribute_seats_value_42"
"product_product_cat4_337","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp6,insurance_broker_car_pricing.product_attribute_seats_value_43"
"product_product_cat4_338","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp6,insurance_broker_car_pricing.product_attribute_seats_value_44"
"product_product_cat4_339","insurance_broker_car_pricing.product_template_cat4","insurance_broker_car_pricing.product_attribute_fp_value_fp6,insurance_broker_car_pricing.product_attribute_seats_value_45"
